metric_name
mem.util.directMap4k
mem.util.directMap2M
mem.util.vmallocTotal
mem.util.vmallocUsed
mem.util.vmallocChunk
mem.util.corrupthardware
mem.util.anonhugepages
mem.util.directMap1G
mem.util.available
mem.util.hugepagesTotalBytes
mem.util.hugepagesFreeBytes
mem.util.hugepagesRsvdBytes
mem.util.hugepagesSurpBytes
mem.util.shmemhugepages
mem.util.shmempmdmapped
mem.util.filehugepages
mem.util.filepmdmapped
mem.util.cmatotal
mem.util.cmafree
mem.util.unaccepted
mem.util.zswap
mem.util.zswapped
mem.util.percpu
mem.vmstat.nr_dirty
mem.vmstat.nr_writeback
mem.vmstat.nr_unstable
mem.vmstat.nr_page_table_pages
mem.vmstat.nr_mapped
mem.vmstat.nr_slab
mem.vmstat.nr_slab_reclaimable
mem.vmstat.nr_slab_unreclaimable
mem.vmstat.nr_anon_pages
mem.vmstat.nr_bounce
mem.vmstat.nr_active_anon
mem.vmstat.nr_active_file
mem.vmstat.nr_free_pages
mem.vmstat.nr_inactive_anon
mem.vmstat.nr_inactive_file
mem.vmstat.nr_isolated_anon
mem.vmstat.nr_isolated_file
mem.vmstat.nr_kernel_stack
mem.vmstat.nr_mlock
mem.vmstat.nr_shmem
mem.vmstat.nr_unevictable
mem.vmstat.nr_writeback_temp
mem.vmstat.nr_anon_transparent_hugepages
mem.vmstat.nr_dirty_background_threshold
mem.vmstat.nr_dirty_threshold
mem.vmstat.nr_free_cma
mem.vmstat.nr_shmem_hugepages
mem.vmstat.nr_shmem_pmdmapped
mem.vmstat.nr_zone_inactive_anon
mem.vmstat.nr_zone_active_anon
mem.vmstat.nr_zone_inactive_file
mem.vmstat.nr_zone_active_file
mem.vmstat.nr_zone_unevictable
mem.vmstat.nr_zone_write_pending
mem.vmstat.nr_zspages
mem.numa.util.total-node0
mem.numa.util.free-node0
mem.numa.util.used-node0
mem.numa.util.active-node0
mem.numa.util.inactive-node0
mem.numa.util.active_anon-node0
mem.numa.util.inactive_anon-node0
mem.numa.util.active_file-node0
mem.numa.util.inactive_file-node0
mem.numa.util.unevictable-node0
mem.numa.util.mlocked-node0
mem.numa.util.dirty-node0
mem.numa.util.writeback-node0
mem.numa.util.filePages-node0
mem.numa.util.mapped-node0
mem.numa.util.anonpages-node0
mem.numa.util.shmem-node0
mem.numa.util.kernelStack-node0
mem.numa.util.pageTables-node0
mem.numa.util.NFS_Unstable-node0
mem.numa.util.bounce-node0
mem.numa.util.writebackTmp-node0
mem.numa.util.slab-node0
mem.numa.util.slabReclaimable-node0
mem.numa.util.slabUnreclaimable-node0
mem.numa.util.hugepagesTotal-node0
mem.numa.util.hugepagesFree-node0
mem.numa.util.hugepagesSurp-node0
mem.numa.util.hugepagesTotalBytes-node0
mem.numa.util.hugepagesFreeBytes-node0
mem.numa.util.hugepagesSurpBytes-node0
mem.buddyinfo.pages-DMA::order0::node0
mem.buddyinfo.pages-DMA::order1::node0
mem.buddyinfo.pages-DMA::order2::node0
mem.buddyinfo.pages-DMA::order3::node0
mem.buddyinfo.pages-DMA::order4::node0
mem.buddyinfo.pages-DMA::order5::node0
mem.buddyinfo.pages-DMA::order6::node0
mem.buddyinfo.pages-DMA::order7::node0
mem.buddyinfo.pages-DMA::order8::node0
mem.buddyinfo.pages-DMA::order9::node0
mem.buddyinfo.pages-DMA::order10::node0
mem.buddyinfo.pages-DMA32::order0::node0
mem.buddyinfo.pages-DMA32::order1::node0
mem.buddyinfo.pages-DMA32::order2::node0
mem.buddyinfo.pages-DMA32::order3::node0
mem.buddyinfo.pages-DMA32::order4::node0
mem.buddyinfo.pages-DMA32::order5::node0
mem.buddyinfo.pages-DMA32::order6::node0
mem.buddyinfo.pages-DMA32::order7::node0
mem.buddyinfo.pages-DMA32::order8::node0
mem.buddyinfo.pages-DMA32::order9::node0
mem.buddyinfo.pages-DMA32::order10::node0
mem.buddyinfo.pages-Normal::order0::node0
mem.buddyinfo.pages-Normal::order1::node0
mem.buddyinfo.pages-Normal::order2::node0
mem.buddyinfo.pages-Normal::order3::node0
mem.buddyinfo.pages-Normal::order4::node0
mem.buddyinfo.pages-Normal::order5::node0
mem.buddyinfo.pages-Normal::order6::node0
mem.buddyinfo.pages-Normal::order7::node0
mem.buddyinfo.pages-Normal::order8::node0
mem.buddyinfo.pages-Normal::order9::node0
mem.buddyinfo.pages-Normal::order10::node0
mem.buddyinfo.total-DMA::order0::node0
mem.buddyinfo.total-DMA::order1::node0
mem.buddyinfo.total-DMA::order2::node0
mem.buddyinfo.total-DMA::order3::node0
mem.buddyinfo.total-DMA::order4::node0
mem.buddyinfo.total-DMA::order5::node0
mem.buddyinfo.total-DMA::order6::node0
mem.buddyinfo.total-DMA::order7::node0
mem.buddyinfo.total-DMA::order8::node0
mem.buddyinfo.total-DMA::order9::node0
mem.buddyinfo.total-DMA::order10::node0
mem.buddyinfo.total-DMA32::order0::node0
mem.buddyinfo.total-DMA32::order1::node0
mem.buddyinfo.total-DMA32::order2::node0
mem.buddyinfo.total-DMA32::order3::node0
mem.buddyinfo.total-DMA32::order4::node0
mem.buddyinfo.total-DMA32::order5::node0
mem.buddyinfo.total-DMA32::order6::node0
mem.buddyinfo.total-DMA32::order7::node0
mem.buddyinfo.total-DMA32::order8::node0
mem.buddyinfo.total-DMA32::order9::node0
mem.buddyinfo.total-DMA32::order10::node0
mem.buddyinfo.total-Normal::order0::node0
mem.buddyinfo.total-Normal::order1::node0
mem.buddyinfo.total-Normal::order2::node0
mem.buddyinfo.total-Normal::order3::node0
mem.buddyinfo.total-Normal::order4::node0
mem.buddyinfo.total-Normal::order5::node0
mem.buddyinfo.total-Normal::order6::node0
mem.buddyinfo.total-Normal::order7::node0
mem.buddyinfo.total-Normal::order8::node0
mem.buddyinfo.total-Normal::order9::node0
mem.buddyinfo.total-Normal::order10::node0
mem.ksm.full_scans
mem.ksm.merge_across_nodes
mem.ksm.pages_shared
mem.ksm.pages_sharing
mem.ksm.pages_to_scan
mem.ksm.pages_unshared
mem.ksm.pages_volatile
mem.ksm.run_state
mem.ksm.sleep_time
mem.zoneinfo.free-DMA::node0
mem.zoneinfo.free-DMA32::node0
mem.zoneinfo.free-Normal::node0
mem.zoneinfo.min-DMA::node0
mem.zoneinfo.min-DMA32::node0
mem.zoneinfo.min-Normal::node0
mem.zoneinfo.low-DMA::node0
mem.zoneinfo.low-DMA32::node0
mem.zoneinfo.low-Normal::node0
mem.zoneinfo.high-DMA::node0
mem.zoneinfo.high-DMA32::node0
mem.zoneinfo.high-Normal::node0
mem.zoneinfo.spanned-DMA::node0
mem.zoneinfo.spanned-DMA32::node0
mem.zoneinfo.spanned-Normal::node0
mem.zoneinfo.present-DMA::node0
mem.zoneinfo.present-DMA32::node0
mem.zoneinfo.present-Normal::node0
mem.zoneinfo.managed-DMA::node0
mem.zoneinfo.managed-DMA32::node0
mem.zoneinfo.managed-Normal::node0
mem.zoneinfo.nr_inactive_anon-node0
mem.zoneinfo.nr_active_anon-node0
mem.zoneinfo.nr_inactive_file-node0
mem.zoneinfo.nr_active_file-node0
mem.zoneinfo.nr_unevictable-node0
mem.zoneinfo.nr_mlock-DMA::node0
mem.zoneinfo.nr_mlock-DMA32::node0
mem.zoneinfo.nr_mlock-Normal::node0
mem.zoneinfo.nr_anon_pages-node0
mem.zoneinfo.nr_mapped-node0
mem.zoneinfo.nr_file_pages-node0
mem.zoneinfo.nr_dirty-node0
mem.zoneinfo.nr_writeback-node0
mem.zoneinfo.nr_slab_reclaimable-node0
mem.zoneinfo.nr_slab_unreclaimable-node0
mem.zoneinfo.nr_page_table_pages-node0
mem.zoneinfo.nr_kernel_stack-node0
mem.zoneinfo.nr_bounce-DMA::node0
mem.zoneinfo.nr_bounce-DMA32::node0
mem.zoneinfo.nr_bounce-Normal::node0
mem.zoneinfo.nr_vmscan_write-node0
mem.zoneinfo.nr_vmscan_immediate_reclaim-node0
mem.zoneinfo.nr_writeback_temp-node0
mem.zoneinfo.nr_isolated_anon-node0
mem.zoneinfo.nr_isolated_file-node0
mem.zoneinfo.nr_shmem-node0
mem.zoneinfo.nr_dirtied-node0
mem.zoneinfo.nr_written-node0
mem.zoneinfo.numa_hit-DMA::node0
mem.zoneinfo.numa_hit-DMA32::node0
mem.zoneinfo.numa_hit-Normal::node0
mem.zoneinfo.numa_miss-DMA::node0
mem.zoneinfo.numa_miss-DMA32::node0
mem.zoneinfo.numa_miss-Normal::node0
mem.zoneinfo.numa_foreign-DMA::node0
mem.zoneinfo.numa_foreign-DMA32::node0
mem.zoneinfo.numa_foreign-Normal::node0
mem.zoneinfo.numa_interleave-DMA::node0
mem.zoneinfo.numa_interleave-DMA32::node0
mem.zoneinfo.numa_interleave-Normal::node0
mem.zoneinfo.numa_local-DMA::node0
mem.zoneinfo.numa_local-DMA32::node0
mem.zoneinfo.numa_local-Normal::node0
mem.zoneinfo.numa_other-DMA::node0
mem.zoneinfo.numa_other-DMA32::node0
mem.zoneinfo.numa_other-Normal::node0
mem.zoneinfo.workingset_nodereclaim-node0
mem.zoneinfo.nr_anon_transparent_hugepages-node0
mem.zoneinfo.nr_free_cma-DMA::node0
mem.zoneinfo.nr_free_cma-DMA32::node0
mem.zoneinfo.nr_free_cma-Normal::node0
mem.zoneinfo.protection-DMA::node0::lowmem_reserved0
mem.zoneinfo.protection-DMA::node0::lowmem_reserved1
mem.zoneinfo.protection-DMA::node0::lowmem_reserved2
mem.zoneinfo.protection-DMA::node0::lowmem_reserved3
mem.zoneinfo.protection-DMA::node0::lowmem_reserved4
mem.zoneinfo.protection-DMA32::node0::lowmem_reserved0
mem.zoneinfo.protection-DMA32::node0::lowmem_reserved1
mem.zoneinfo.protection-DMA32::node0::lowmem_reserved2
mem.zoneinfo.protection-DMA32::node0::lowmem_reserved3
mem.zoneinfo.protection-DMA32::node0::lowmem_reserved4
mem.zoneinfo.protection-Normal::node0::lowmem_reserved0
mem.zoneinfo.protection-Normal::node0::lowmem_reserved1
mem.zoneinfo.protection-Normal::node0::lowmem_reserved2
mem.zoneinfo.protection-Normal::node0::lowmem_reserved3
mem.zoneinfo.protection-Normal::node0::lowmem_reserved4
mem.zoneinfo.protection-Movable::node0::lowmem_reserved0
mem.zoneinfo.protection-Movable::node0::lowmem_reserved1
mem.zoneinfo.protection-Movable::node0::lowmem_reserved2
mem.zoneinfo.protection-Movable::node0::lowmem_reserved3
mem.zoneinfo.protection-Movable::node0::lowmem_reserved4
mem.zoneinfo.protection-Device::node0::lowmem_reserved0
mem.zoneinfo.protection-Device::node0::lowmem_reserved1
mem.zoneinfo.protection-Device::node0::lowmem_reserved2
mem.zoneinfo.protection-Device::node0::lowmem_reserved3
mem.zoneinfo.protection-Device::node0::lowmem_reserved4
network.interface.mtu-lo
network.interface.mtu-eth0
network.interface.mtu-vlan100
network.interface.mtu-int-maint
network.interface.mtu-vlan-bear-gogo
network.interface.mtu-bear-gogo
network.interface.mtu-wlan0
network.interface.baudrate-eth0
network.interface.baudrate-vlan100
network.interface.baudrate-int-maint
network.interface.baudrate-vlan-bear-gogo
network.interface.baudrate-bear-gogo
network.interface.duplex-eth0
network.interface.duplex-vlan100
network.interface.duplex-vlan-bear-gogo
network.interface.up-lo
network.interface.up-eth0
network.interface.up-vlan100
network.interface.up-int-maint
network.interface.up-vlan-bear-gogo
network.interface.up-bear-gogo
network.interface.up-wlan0
network.interface.running-lo
network.interface.running-eth0
network.interface.running-vlan100
network.interface.running-int-maint
network.interface.running-vlan-bear-gogo
network.interface.running-bear-gogo
network.interface.running-wlan0
network.interface.wireless-lo
network.interface.wireless-eth0
network.interface.wireless-vlan100
network.interface.wireless-int-maint
network.interface.wireless-vlan-bear-gogo
network.interface.wireless-bear-gogo
network.interface.wireless-wlan0
network.tcp.rtoalgorithm
network.tcp.rtomin
network.tcp.rtomax
network.tcp.maxconn
network.tcp.currestab
network.sockstat.raw.inuse
network.sockstat.udplite.inuse
network.sockstat.total
network.sockstat.tcp.inuse
network.sockstat.tcp.orphan
network.sockstat.tcp.tw
network.sockstat.tcp.alloc
network.sockstat.tcp.mem
network.sockstat.udp.inuse
network.sockstat.udp.mem
network.sockstat.frag.inuse
network.sockstat.frag.memory
network.sockstat.tcp6.inuse
network.sockstat.udp6.inuse
network.sockstat.udplite6.inuse
network.sockstat.raw6.inuse
network.sockstat.frag6.inuse
network.sockstat.frag6.memory
psoc.poll_time
xfs.log.writes
xfs.log.blocks
xfs.log.noiclogs
xfs.write
xfs.write_bytes
xfs.read
xfs.read_bytes
xfs.quota.cachehits
xfs.buffer.get
xfs.buffer.create
xfs.buffer.get_locked
xfs.buffer.get_locked_waited
xfs.buffer.busy_locked
xfs.buffer.miss_locked
xfs.buffer.page_retries
xfs.buffer.page_found
xfs.buffer.get_read
filesys.capacity-/dev/root
filesys.capacity-/dev/sda1
filesys.capacity-/dev/mapper/vg_jaguar-var
filesys.capacity-/dev/mapper/vg_jaguar-log
hinv.nnode
hinv.ndisk
hinv.physmem
hinv.pagesize
hinv.ninterface
hinv.nfilesys
hinv.map.cpu_num-cpu0
hinv.map.cpu_num-cpu1
hinv.map.cpu_num-cpu2
hinv.map.cpu_num-cpu3
hinv.map.cpu_num-cpu4
hinv.map.cpu_num-cpu5
hinv.map.cpu_num-cpu6
hinv.map.cpu_num-cpu7
hinv.map.cpu_node-cpu0
hinv.map.cpu_node-cpu1
hinv.map.cpu_node-cpu2
hinv.map.cpu_node-cpu3
hinv.map.cpu_node-cpu4
hinv.map.cpu_node-cpu5
hinv.map.cpu_node-cpu6
hinv.map.cpu_node-cpu7
hinv.ntape
hinv.nfchost
hinv.cpu.model-cpu0
hinv.cpu.model-cpu1
hinv.cpu.model-cpu2
hinv.cpu.model-cpu3
hinv.cpu.model-cpu4
hinv.cpu.model-cpu5
hinv.cpu.model-cpu6
hinv.cpu.model-cpu7
hinv.cpu.stepping-cpu0
hinv.cpu.stepping-cpu1
hinv.cpu.stepping-cpu2
hinv.cpu.stepping-cpu3
hinv.cpu.stepping-cpu4
hinv.cpu.stepping-cpu5
hinv.cpu.stepping-cpu6
hinv.cpu.stepping-cpu7
hinv.cpu.cache-cpu0
hinv.cpu.cache-cpu1
hinv.cpu.cache-cpu2
hinv.cpu.cache-cpu3
hinv.cpu.cache-cpu4
hinv.cpu.cache-cpu5
hinv.cpu.cache-cpu6
hinv.cpu.cache-cpu7
hinv.cpu.bogomips-cpu0
hinv.cpu.bogomips-cpu1
hinv.cpu.bogomips-cpu2
hinv.cpu.bogomips-cpu3
hinv.cpu.bogomips-cpu4
hinv.cpu.bogomips-cpu5
hinv.cpu.bogomips-cpu6
hinv.cpu.bogomips-cpu7
hinv.cpu.cache_alignment-cpu0
hinv.cpu.cache_alignment-cpu1
hinv.cpu.cache_alignment-cpu2
hinv.cpu.cache_alignment-cpu3
hinv.cpu.cache_alignment-cpu4
hinv.cpu.cache_alignment-cpu5
hinv.cpu.cache_alignment-cpu6
hinv.cpu.cache_alignment-cpu7
kernel.percpu.cpu.user-cpu0
kernel.percpu.cpu.user-cpu1
kernel.percpu.cpu.user-cpu2
kernel.percpu.cpu.user-cpu3
kernel.percpu.cpu.user-cpu4
kernel.percpu.cpu.user-cpu5
kernel.percpu.cpu.user-cpu6
kernel.percpu.cpu.user-cpu7
kernel.percpu.cpu.nice-cpu0
kernel.percpu.cpu.nice-cpu1
kernel.percpu.cpu.nice-cpu2
kernel.percpu.cpu.nice-cpu3
kernel.percpu.cpu.nice-cpu4
kernel.percpu.cpu.nice-cpu5
kernel.percpu.cpu.nice-cpu6
kernel.percpu.cpu.nice-cpu7
kernel.percpu.cpu.sys-cpu0
kernel.percpu.cpu.sys-cpu1
kernel.percpu.cpu.sys-cpu2
kernel.percpu.cpu.sys-cpu3
kernel.percpu.cpu.sys-cpu4
kernel.percpu.cpu.sys-cpu5
kernel.percpu.cpu.sys-cpu6
kernel.percpu.cpu.sys-cpu7
kernel.percpu.cpu.idle-cpu0
kernel.percpu.cpu.idle-cpu1
kernel.percpu.cpu.idle-cpu2
kernel.percpu.cpu.idle-cpu3
kernel.percpu.cpu.idle-cpu4
kernel.percpu.cpu.idle-cpu5
kernel.percpu.cpu.idle-cpu6
kernel.percpu.cpu.idle-cpu7
kernel.percpu.cpu.wait.total-cpu0
kernel.percpu.cpu.wait.total-cpu1
kernel.percpu.cpu.wait.total-cpu2
kernel.percpu.cpu.wait.total-cpu3
kernel.percpu.cpu.wait.total-cpu4
kernel.percpu.cpu.wait.total-cpu5
kernel.percpu.cpu.wait.total-cpu6
kernel.percpu.cpu.wait.total-cpu7
kernel.percpu.cpu.intr-cpu0
kernel.percpu.cpu.intr-cpu1
kernel.percpu.cpu.intr-cpu2
kernel.percpu.cpu.intr-cpu3
kernel.percpu.cpu.intr-cpu4
kernel.percpu.cpu.intr-cpu5
kernel.percpu.cpu.intr-cpu6
kernel.percpu.cpu.intr-cpu7
kernel.percpu.cpu.irq.soft-cpu0
kernel.percpu.cpu.irq.soft-cpu1
kernel.percpu.cpu.irq.soft-cpu2
kernel.percpu.cpu.irq.soft-cpu3
kernel.percpu.cpu.irq.soft-cpu4
kernel.percpu.cpu.irq.soft-cpu5
kernel.percpu.cpu.irq.soft-cpu6
kernel.percpu.cpu.irq.soft-cpu7
kernel.percpu.cpu.irq.hard-cpu0
kernel.percpu.cpu.irq.hard-cpu1
kernel.percpu.cpu.irq.hard-cpu2
kernel.percpu.cpu.irq.hard-cpu3
kernel.percpu.cpu.irq.hard-cpu4
kernel.percpu.cpu.irq.hard-cpu5
kernel.percpu.cpu.irq.hard-cpu6
kernel.percpu.cpu.irq.hard-cpu7
kernel.percpu.cpu.steal-cpu0
kernel.percpu.cpu.steal-cpu1
kernel.percpu.cpu.steal-cpu2
kernel.percpu.cpu.steal-cpu3
kernel.percpu.cpu.steal-cpu4
kernel.percpu.cpu.steal-cpu5
kernel.percpu.cpu.steal-cpu6
kernel.percpu.cpu.steal-cpu7
kernel.percpu.cpu.guest-cpu0
kernel.percpu.cpu.guest-cpu1
kernel.percpu.cpu.guest-cpu2
kernel.percpu.cpu.guest-cpu3
kernel.percpu.cpu.guest-cpu4
kernel.percpu.cpu.guest-cpu5
kernel.percpu.cpu.guest-cpu6
kernel.percpu.cpu.guest-cpu7
kernel.percpu.cpu.vuser-cpu0
kernel.percpu.cpu.vuser-cpu1
kernel.percpu.cpu.vuser-cpu2
kernel.percpu.cpu.vuser-cpu3
kernel.percpu.cpu.vuser-cpu4
kernel.percpu.cpu.vuser-cpu5
kernel.percpu.cpu.vuser-cpu6
kernel.percpu.cpu.vuser-cpu7
kernel.percpu.cpu.guest_nice-cpu0
kernel.percpu.cpu.guest_nice-cpu1
kernel.percpu.cpu.guest_nice-cpu2
kernel.percpu.cpu.guest_nice-cpu3
kernel.percpu.cpu.guest_nice-cpu4
kernel.percpu.cpu.guest_nice-cpu5
kernel.percpu.cpu.guest_nice-cpu6
kernel.percpu.cpu.guest_nice-cpu7
kernel.percpu.cpu.vnice-cpu0
kernel.percpu.cpu.vnice-cpu1
kernel.percpu.cpu.vnice-cpu2
kernel.percpu.cpu.vnice-cpu3
kernel.percpu.cpu.vnice-cpu4
kernel.percpu.cpu.vnice-cpu5
kernel.percpu.cpu.vnice-cpu6
kernel.percpu.cpu.vnice-cpu7
kernel.percpu.intr-cpu0
kernel.percpu.intr-cpu1
kernel.percpu.intr-cpu2
kernel.percpu.intr-cpu3
kernel.percpu.intr-cpu4
kernel.percpu.intr-cpu5
kernel.percpu.intr-cpu6
kernel.percpu.intr-cpu7
kernel.all.hz
kernel.all.pid_max
kernel.all.intr
kernel.all.pswitch
kernel.all.sysfork
kernel.all.cpu.user
kernel.all.cpu.nice
kernel.all.cpu.sys
kernel.all.cpu.idle
kernel.all.cpu.intr
kernel.all.cpu.wait.total
kernel.all.cpu.irq.soft
kernel.all.cpu.irq.hard
kernel.all.cpu.steal
kernel.all.cpu.guest
kernel.all.cpu.vuser
kernel.all.cpu.guest_nice
kernel.all.cpu.vnice
kernel.cpu.util.user
kernel.cpu.util.nice
kernel.cpu.util.sys
kernel.cpu.util.idle
kernel.cpu.util.intr
kernel.cpu.util.wait
kernel.cpu.util.steal
disk.dev.read-sda
disk.dev.read-sdb
disk.dev.write-sda
disk.dev.write-sdb
disk.dev.blkread-sda
disk.dev.blkread-sdb
disk.dev.blkwrite-sda
disk.dev.blkwrite-sdb
disk.dev.total-sda
disk.dev.total-sdb
disk.dev.read_bytes-sda
disk.dev.read_bytes-sdb
disk.dev.write_bytes-sda
disk.dev.write_bytes-sdb
disk.dev.total_bytes-sda
disk.dev.total_bytes-sdb
disk.dev.avactive-sda
disk.dev.avactive-sdb
disk.dev.aveq-sda
disk.dev.aveq-sdb
disk.dev.read_merge-sda
disk.dev.read_merge-sdb
disk.dev.write_merge-sda
disk.dev.write_merge-sdb
disk.dev.read_rawactive-sda
disk.dev.read_rawactive-sdb
disk.dev.write_rawactive-sda
disk.dev.write_rawactive-sdb
disk.dev.total_rawactive-sda
disk.dev.total_rawactive-sdb
disk.dev.await-sda
disk.dev.await-sdb
disk.dev.r_await-sda
disk.dev.r_await-sdb
disk.dev.w_await-sda
disk.dev.w_await-sdb
disk.dev.avg_qlen-sda
disk.dev.avg_qlen-sdb
disk.dev.avg_rqsz-sda
disk.dev.avg_rqsz-sdb
disk.dev.r_avg_rqsz-sda
disk.dev.r_avg_rqsz-sdb
disk.dev.w_avg_rqsz-sda
disk.dev.w_avg_rqsz-sdb
disk.dev.util-sda
disk.dev.util-sdb
disk.all.read
disk.all.write
disk.all.blkread
disk.all.blkwrite
disk.all.total
disk.all.blktotal
disk.all.read_bytes
disk.all.write_bytes
disk.all.total_bytes
disk.all.avactive
disk.all.aveq
disk.all.read_merge
disk.all.write_merge
disk.all.read_rawactive
disk.all.write_rawactive
disk.all.total_rawactive
disk.partitions.read-sda1
disk.partitions.read-sda2
disk.partitions.read-sda3
disk.partitions.read-sda4
disk.partitions.write-sda1
disk.partitions.write-sda2
disk.partitions.write-sda3
disk.partitions.write-sda4
disk.partitions.total-sda1
disk.partitions.total-sda2
disk.partitions.total-sda3
disk.partitions.total-sda4
disk.partitions.blkread-sda1
disk.partitions.blkread-sda2
disk.partitions.blkread-sda3
disk.partitions.blkread-sda4
disk.partitions.blkwrite-sda1
disk.partitions.blkwrite-sda2
disk.partitions.blkwrite-sda3
disk.partitions.blkwrite-sda4
disk.partitions.blktotal-sda1
disk.partitions.blktotal-sda2
disk.partitions.blktotal-sda3
disk.partitions.blktotal-sda4
disk.partitions.read_bytes-sda1
disk.partitions.read_bytes-sda2
disk.partitions.read_bytes-sda3
disk.partitions.read_bytes-sda4
disk.partitions.write_bytes-sda1
disk.partitions.write_bytes-sda2
disk.partitions.write_bytes-sda3
disk.partitions.write_bytes-sda4
disk.partitions.total_bytes-sda1
disk.partitions.total_bytes-sda2
disk.partitions.total_bytes-sda3
disk.partitions.total_bytes-sda4
disk.partitions.read_merge-sda1
disk.partitions.read_merge-sda2
disk.partitions.read_merge-sda3
disk.partitions.read_merge-sda4
disk.partitions.write_merge-sda1
disk.partitions.write_merge-sda2
disk.partitions.write_merge-sda3
disk.partitions.write_merge-sda4
disk.partitions.avactive-sda1
disk.partitions.avactive-sda2
disk.partitions.avactive-sda3
disk.partitions.avactive-sda4
disk.partitions.aveq-sda1
disk.partitions.aveq-sda2
disk.partitions.aveq-sda3
disk.partitions.aveq-sda4
disk.partitions.read_rawactive-sda1
disk.partitions.read_rawactive-sda2
disk.partitions.read_rawactive-sda3
disk.partitions.read_rawactive-sda4
disk.partitions.write_rawactive-sda1
disk.partitions.write_rawactive-sda2
disk.partitions.write_rawactive-sda3
disk.partitions.write_rawactive-sda4
disk.partitions.total_rawactive-sda1
disk.partitions.total_rawactive-sda2
disk.partitions.total_rawactive-sda3
disk.partitions.total_rawactive-sda4
disk.dm.read-vg_jaguar-jagpool_tmeta
disk.dm.read-vg_jaguar-jagpool_tdata
disk.dm.read-vg_jaguar-jagpool-tpool
disk.dm.read-vg_jaguar-jagpool
disk.dm.read-vg_jaguar-swap
disk.dm.read-vg_jaguar-var
disk.dm.read-vg_jaguar-log
disk.dm.read-vg_jaguar-den.vision
disk.dm.write-vg_jaguar-jagpool_tmeta
disk.dm.write-vg_jaguar-jagpool_tdata
disk.dm.write-vg_jaguar-jagpool-tpool
disk.dm.write-vg_jaguar-jagpool
disk.dm.write-vg_jaguar-swap
disk.dm.write-vg_jaguar-var
disk.dm.write-vg_jaguar-log
disk.dm.write-vg_jaguar-den.vision
disk.dm.total-vg_jaguar-jagpool_tmeta
disk.dm.total-vg_jaguar-jagpool_tdata
disk.dm.total-vg_jaguar-jagpool-tpool
disk.dm.total-vg_jaguar-jagpool
disk.dm.total-vg_jaguar-swap
disk.dm.total-vg_jaguar-var
disk.dm.total-vg_jaguar-log
disk.dm.total-vg_jaguar-den.vision
disk.dm.blkread-vg_jaguar-jagpool_tmeta
disk.dm.blkread-vg_jaguar-jagpool_tdata
disk.dm.blkread-vg_jaguar-jagpool-tpool
disk.dm.blkread-vg_jaguar-jagpool
disk.dm.blkread-vg_jaguar-swap
